feature,label,confidence,polysemantic,bal_acc,f1,fire_count,notes
3339,Government buildings with domed architecture,0.85,False,0.8,0.8,,"Images predominantly feature neoclassical government buildings (capitol buildings, state houses) characterized by prominent domed roofs, often photographed from exterior angles showing the distinctive architectural domes."
3611,Daffodil flowers,0.92,False,0.8,0.75,,"The montage predominantly shows daffodils/narcissus flowers with their characteristic trumpet-shaped centers and surrounding petals in various color combinations, primarily yellow with some pink and white variants."
3642,Semi-trucks and commercial cargo trucks,0.95,False,0.8,0.8,,"All 16 images contain large commercial trucks with cargo trailers, primarily semi-trucks photographed from various angles and road conditions."
3636,Rectangular sharpening stones,0.92,False,0.8,0.75,,"All images show whetstones or sharpening stones with elongated rectangular shapes in various colors, consistent with tool sharpening products."
3607,Purple pink clustered flower heads,0.95,False,0.8,0.8,,"All images show dense, spherical or dome-shaped flower clusters in shades of purple, magenta, and pink, characteristic of plants like alliums, thistles, and similar umbel or capitate inflorescences."
3571,Dense green foliage and vegetation,0.92,False,0.8,0.8182,,"All images show tightly packed leafy vegetation, trees, or shrubs with prominent green coloring at various scales and densities."
3669,Clustered rounded seed pods or buds,0.85,False,0.8,0.75,,"Images predominantly show tightly grouped, spherical or bulbous reproductive structures (seeds, buds, fruits) on plants, with brown/tan coloring and dense clustering patterns."
3666,Cooked fish dishes,0.92,False,0.8,0.8,,"All images show prepared fish as the main ingredient, featuring whole or filleted fish with various cooking methods and presentations."
3694,Water and aquatic environments,0.42,True,0.8,0.7778,,"Images show diverse water scenes (ocean waves, rivers, lakes, underwater views) but lack a single unified visual concept beyond water presence."
3696,fibrous strands and linear texture,0.75,False,0.8,0.8333,,"Images consistently show elongated, parallel fiber-like or strand structures with directional linear patterns, including grasses, straw, roots, and woven/layered natural materials."
3338,Bundled or tied plant stems,0.92,False,0.8,0.75,,"The feature consistently activates on images of plant stems (herbs, grasses, green onions) that are bound together with string, twine, or elastic bands."
3737,Repeated circular objects arranged in grid patterns,0.85,False,0.8,0.8,,"Images consistently show circular items (candies, donuts, beads, eyeshadows, rings, push pins) organized in orderly repetitive grid or tiled arrangements."
3757,human faces and portraits,0.95,False,0.8,0.8182,,"All images contain clear facial features and headshots of people, ranging from formal portraits to casual photos."
3719,Cylindrical tubes and pipes,0.75,False,0.8,0.7778,,"Most images feature elongated cylindrical objects like pipes, tubes, hoses, or roll-like structures, though some outliers (gates, metalwork, fabric) reduce confidence."
3771,Granular powdery materials and textures,0.85,False,0.8,0.7778,,"Images predominantly show fine granular or powdery substances including sand, salt, flour, minerals, and similar textured materials with visible particle structures."
3742,Deep circular wells or boreholes,0.92,False,0.8,0.7778,,Nearly all images show downward-facing views into cylindrical deep holes or wells with concentric circular patterns and varying depths.
3800,Pineapples and mixed tropical fruits,0.85,False,0.8,0.7778,,"Pineapples appear prominently in most images, consistently paired with other tropical and citrus fruits like apples, grapes, oranges, and bananas in colorful fruit arrangements."
3853,Horizontal siding and corrugated metal surfaces,0.78,False,0.8,0.75,,"Images predominantly feature horizontal linear patterns from wooden siding, metal corrugation, and horizontal architectural elements on building exteriors."
3847,Repeated geometric polka dot patterns,0.85,False,0.8,0.75,,"The images predominantly feature fabrics, textiles, and papers with regularly repeating polka dot or circular motifs as the primary visual design element."
3824,Thatched dome hut structure,0.92,False,0.8,0.75,,"All images feature conical or dome-shaped dwellings with thatched or straw coverings and dark entrance openings, representing traditional indigenous or primitive shelter architecture."
3149,Beverage drinks in cups and glasses,0.85,False,0.8,0.8182,,"Images primarily show various drinks (hot beverages, cold drinks, branded beverages) served in cups, glasses, and branded containers."
3885,Gorillas and great apes,0.95,False,0.8,0.7778,,"The vast majority of images show gorillas in various settings (wild, captive, with handlers), with images 12, 15, and 16 appearing to be other animals (human, possibly bigfoot/cryptid, and giraffe) that may represent minor noise or edge cases in the feature."
3861,Large wooden barrel or wine cask interior,0.95,False,0.8,0.7778,,"All images show people posing inside massive wooden barrels or casks, featuring prominent horizontal wooden slats and metal bands characteristic of wine or whiskey aging vessels."
3899,Shredded or noodle-like pasta texture,0.95,False,0.8,0.7778,,"All images show yellow/pale stringy, shredded, or noodle-like food items, predominantly spaghetti squash or similar prepared pasta/vegetable preparations."
3882,People sleeping or resting in bed,0.92,False,0.8,0.75,,"Nearly all images show individuals lying down on beds or bedding in sleeping or resting positions, often partially covered by blankets or textile materials."
3932,Eyes and eye-like circular patterns,0.85,False,0.8,0.75,,"Images feature prominent eyes or circular eye-like structures, including reptile eyes, amphibian eyes, and circular markings on various surfaces."
3939,Guzheng (Chinese zither) being played,0.95,False,0.8,0.7778,,"All images show people playing the guzheng, a traditional Chinese stringed instrument, with characteristic hand positioning and instrument shape visible across most examples."
3976,Network switches and server rack equipment,0.92,False,0.8,0.75,,"Images show various network switches, patch panels, and rack-mounted networking hardware with characteristic port arrays and front/back panel designs."
3977,Layered floral petals or radial symmetry,0.85,False,0.8,0.75,,"Most images show flowers (roses, camellias, dahlias) with prominent concentric petal layers, though some outliers like fruits and geometric shapes reduce confidence slightly."
3984,bags with organized compartments and pockets,0.92,False,0.8,0.7778,,"All images show various types of bags (briefcases, backpacks, tool bags, organizers) with visible internal compartments, dividers, and storage pockets designed for organizing contents."
3974,frost or ice on plants,0.92,False,0.8,0.75,,"The feature activates most strongly on images showing frost, ice, or snow accumulation on vegetation like branches, needles, and leaves."
3991,Spoon against blue background,0.98,False,0.8,0.75,,All 16 images show a single spoon (metal utensil) photographed at various angles against a solid blue background.
3981,Round bulbous root vegetables,0.92,False,0.8,0.7778,,"Images consistently show aggregated spherical or rounded tuber crops including potatoes, beets, and similar root vegetables with characteristic bumpy textured surfaces."
4023,Mangrove trees and root systems,0.85,False,0.8,0.7778,,"Most images show mangrove vegetation with characteristic exposed root systems in water or muddy environments, with some close-ups of dense green foliage and root structures."
